Time,Xa,Ya,Za
5.695,0.08,0.2,1.09
5.703,0.12,-0.15,1.16
5.712,0.34,1.03,0.54
5.721,0.34,1.03,0.54
5.729,0.24,0.03,0.64
5.737,0.12,-0.25,1.14
5.745,-0.02,0.35,1.16
5.754,-0.37,0.39,1.34
5.763,-0.37,0.39,1.34
5.771,-0.37,0.06,1.41
5.779,-0.43,0.37,1.49
5.788,-0.48,0.47,1.43
5.796,-0.42,0.26,1.43
5.805,-0.29,0.31,1.5
5.814,-0.29,0.31,1.5
5.822,-0.36,1.73,0.86
5.83,-0.28,0.09,1.31
5.839,-0.52,0.02,1.3
5.848,-0.35,0.76,1.02
5.856,-0.35,0.76,1.02
5.864,0.06,-0.07,0.77
5.873,0.07,-0.28,0.54
5.881,0.2,0.28,0.57
5.89,0.23,0.05,0.61
5.898,0.23,0.05,0.61
5.906,0.16,-0.22,0.56
5.915,-0.23,0.01,1.04
5.923,0.0,-0.02,0.92
5.932,0.25,1.07,0.46
5.941,0.37,-0.08,0.41
5.949,0.37,-0.08,0.41
5.957,0.17,-0.18,0.84
5.965,0.1,0.5,0.97
5.975,-0.1,0.2,1.18
5.983,-0.16,-0.12,1.27
5.991,-0.16,-0.12,1.27
6.0,-0.22,0.29,1.3
6.008,-0.21,0.29,1.36
6.017,-0.29,1.08,0.66
6.026,-0.2,0.19,1.28
6.034,-0.41,-0.04,1.23
6.042,-0.41,-0.04,1.23
6.051,-0.02,0.51,0.98
6.06,0.19,0.02,0.58
6.068,0.45,-0.35,0.45
6.077,0.36,0.2,0.4
6.085,0.36,0.2,0.4
6.093,0.36,0.29,0.34
6.102,0.43,0.04,0.38
6.11,0.43,0.16,0.27
6.118,0.36,0.22,0.37
6.126,0.36,0.22,0.37
6.135,0.05,-0.16,0.49
6.144,0.3,-0.23,0.86
6.152,0.16,1.1,0.34
6.16,0.42,-0.07,0.57
6.169,0.42,-0.07,0.57
6.177,0.19,-0.11,0.92
6.185,-0.11,0.5,1.12
6.195,-0.28,0.26,1.3
6.203,-0.04,-0.18,1.27
6.211,-0.03,0.2,1.18
6.22,-0.03,0.2,1.18
6.228,-0.1,0.19,1.22
6.237,0.01,0.85,0.55
6.245,-0.23,0.14,1.17
6.254,-0.49,0.17,1.39
6.262,-0.49,0.17,1.39
6.27,-0.4,0.62,1.09
6.28,-0.08,0.04,0.86
6.288,0.05,-0.22,0.7
6.296,0.07,0.2,0.48
6.304,0.2,0.08,0.51
6.312,0.2,0.08,0.51
6.322,0.32,-0.16,0.52
6.33,0.29,-0.84,0.38
6.338,0.21,-0.36,0.5
6.346,0.32,0.79,0.54
6.355,0.32,0.79,0.54
6.364,0.21,0.06,0.63
6.372,0.14,-0.12,1.16
6.38,-0.08,0.34,1.2
6.388,-0.35,0.34,1.38
6.397,-0.35,0.34,1.38
6.406,-0.34,0.1,1.44
6.414,-0.45,0.34,1.47
6.423,-0.44,0.33,1.42
6.431,-0.38,0.24,1.5
6.439,-0.36,0.32,1.48
6.449,-0.36,0.32,1.48
6.457,-0.1,0.82,0.86
6.465,-0.18,-0.14,1.48
6.474,-0.43,0.07,1.32
6.482,-0.25,0.66,0.96
6.491,-0.25,0.66,0.96
6.5,0.09,-0.06,0.79
6.508,0.02,-0.25,0.61
6.516,0.12,0.2,0.54
6.524,0.18,0.1,0.51
6.533,0.18,0.1,0.51
6.542,0.19,-0.18,0.55
6.55,0.2,-0.99,0.68
6.558,0.32,-0.36,0.82
6.566,0.26,0.77,0.45
6.576,0.43,-0.14,0.64
6.584,0.43,-0.14,0.64
6.592,0.14,-0.14,0.63
6.6,0.05,0.44,0.65
6.609,-0.11,0.17,1.17
6.618,-0.18,-0.09,1.29
6.626,-0.18,-0.09,1.29
6.635,-0.06,0.19,1.2
6.643,-0.15,0.23,1.26
6.651,-0.16,0.11,1.01
6.661,-0.16,-0.51,1.41
6.669,-0.44,0.21,1.23
6.678,-0.44,0.21,1.23
6.686,-0.13,0.57,1.09
6.694,0.04,-0.1,0.56
6.703,0.3,-0.21,0.52
6.712,0.43,0.23,0.48
6.72,0.43,0.23,0.48
6.728,0.39,0.22,0.44
6.736,0.47,0.03,0.28
